GeneID	Symbol	Description	Synonyms	GeneType	EnsemblGeneID	Status	ChrAcc	ChrStart	ChrStop	Orientation	Length	GOFunctionID	GOProcessID	GOComponentID	GOFunction	GOProcess	GOComponent
105369547	CCDC15-DT	CCDC15 divergent transcript		ncRNA	ENSG00000285825	active	NC_000011.10	124950383	124954058	negative	1585						
80071	CCDC15	coiled-coil domain containing 15		protein-coding	ENSG00000149548	active	NC_000011.10	124954121	125041489	positive	5598			GO:0005813			centrosome
219855	SLC37A2	solute carrier family 37 member 2	SPX2|pp11662	protein-coding	ENSG00000134955	active	NC_000011.10	125063067	125090516	positive	4246	GO:0061513	GO:0008643///GO:0015760///GO:0035435	GO:0005789///GO:0070062	glucose 6-phosphate:inorganic phosphate antiporter activity	carbohydrate transport///glucose-6-phosphate transport///phosphate ion transmembrane transport	endoplasmic reticulum membrane///extracellular exosome
219854	TMEM218	transmembrane protein 218	JBTS39	protein-coding	ENSG00000150433	active	NC_000011.10	125094389	125111759	negative	4516	GO:0005515		GO:0005929///GO:0016020	protein binding		cilium///membrane
103695364	PKNOX2-DT	PKNOX2 divergent transcript	PKNOX2-AS1	ncRNA	ENSG00000254880	active	NC_000011.10	125158461	125164609	negative	586						
63876	PKNOX2	PBX/knotted 1 homeobox 2	PREP2	protein-coding	ENSG00000165495	active	NC_000011.10	125235037	125433389	positive	3624	GO:0000978///GO:0000981///GO:0003785///GO:0005515///GO:0051015///GO:1990837	GO:0006357	GO:0005654///GO:0005737///GO:0015629///GO:0015630///GO:0045171	RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///actin monomer binding///protein binding///actin filament binding///sequence-specific double-stranded DNA binding	regulation of transcription by RNA polymerase II	nucleoplasm///cytoplasm///actin cytoskeleton///microtubule cytoskeleton///intercellular bridge
105369549	LOC105369549	uncharacterized LOC105369549		ncRNA		active	NC_000011.10	125258628	125267660	negative	1607						
9638	FEZ1	fasciculation and elongation protein zeta 1	UNC-76	protein-coding	ENSG00000149557	active	NC_000011.10	125442881	125496310	negative	6415	GO:0005080///GO:0005515///GO:0043015///GO:0047485	GO:0007155///GO:0007399///GO:0007411///GO:0010976///GO:0021766///GO:0030010///GO:0045666///GO:0051654///GO:0061881///GO:0070584///GO:0071363///GO:1902902	GO:0005737///GO:0005739///GO:0005794///GO:0005813///GO:0005874///GO:0005886///GO:0030424///GO:0030425///GO:0030426///GO:0043025	protein kinase C binding///protein binding///gamma-tubulin binding///protein N-terminus binding	cell adhesion///nervous system development///axon guidance///positive regulation of neuron projection development///hippocampus development///establishment of cell polarity///positive regulation of neuron differentiation///establishment of mitochondrion localization///positive regulation of anterograde axonal transport of mitochondrion///mitochondrion morphogenesis///cellular response to growth factor stimulus///negative regulation of autophagosome assembly	cytoplasm///mitochondrion///Golgi apparatus///centrosome///microtubule///plasma membrane///axon///dendrite///growth cone///neuronal cell body
403312	LOC403312	putative uncharacterized protein MGC39545		ncRNA	ENSG00000255537	active	NC_000011.10	125495214	125499526	positive	3554						
105369550	STT3A-AS1	STT3A antisense RNA 1		ncRNA	ENSG00000149557	active	NC_000011.10	125568108	125592568	negative	434						
9538	EI24	EI24 autophagy associated transmembrane protein	EPG4|PIG8|TP53I8	protein-coding	ENSG00000149547	active	NC_000011.10	125569216	125584684	positive	2710	GO:0005515///GO:0061676	GO:0006915///GO:0016236///GO:0030308	GO:0005783///GO:0005789///GO:0005794///GO:0005829///GO:0016020///GO:0031965	protein binding///importin-alpha family protein binding	apoptotic process///macroautophagy///negative regulation of cell growth	endoplasmic reticulum///endoplasmic reticulum membrane///Golgi apparatus///cytosol///membrane///nuclear membrane
3703	STT3A	STT3 oligosaccharyltransferase complex catalytic subunit A	CDG1WAD|CDG1WAR|ITM1|STT3-A|TMC	protein-coding	ENSG00000134910	active	NC_000011.10	125592847	125623091	positive	4881	GO:0004579///GO:0005515///GO:0046872	GO:0006487///GO:0018279///GO:0043686///GO:0043687	GO:0005789///GO:0008250///GO:0016020///GO:0035000	dolichyl-diphosphooligosaccharide-protein glycotransferase activity///protein binding///metal ion binding	protein N-linked glycosylation///protein N-linked glycosylation via asparagine///co-translational protein modification///post-translational protein modification	endoplasmic reticulum membrane///oligosaccharyltransferase complex///membrane///oligosaccharyltransferase III complex
1111	CHEK1	checkpoint kinase 1	CHK1	protein-coding	ENSG00000149554	active	NC_000011.10	125624910	125676256	positive	5136	GO:0004672///GO:0004674///GO:0005515///GO:0005524///GO:0019904///GO:0035402///GO:0106310	GO:0000077///GO:0000086///GO:0001833///GO:0006260///GO:0006281///GO:0006468///GO:0006915///GO:0006974///GO:0006997///GO:0007095///GO:0010569///GO:0010767///GO:0016570///GO:0018107///GO:0035556///GO:0042127///GO:0042770///GO:0044818///GO:0045787///GO:0045815///GO:0045839///GO:0046602///GO:0070317///GO:0071260///GO:0071313///GO:0090399///GO:1901796///GO:1902742///GO:2000279///GO:2000615	GO:0000781///GO:0000785///GO:0000794///GO:0005615///GO:0005634///GO:0005654///GO:0005657///GO:0005737///GO:0005813///GO:0005829///GO:0032991///GO:0043231	protein kinase activity///protein serine/threonine kinase activity///protein binding///ATP binding///protein domain specific binding///histone H3T11 kinase activity///protein serine kinase activity	DNA damage checkpoint signaling///G2/M transition of mitotic cell cycle///inner cell mass cell proliferation///DNA replication///DNA repair///protein phosphorylation///apoptotic process///cellular response to DNA damage stimulus///nucleus organization///mitotic G2 DNA damage checkpoint signaling///regulation of double-strand break repair via homologous recombination///regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage///histone modification///peptidyl-threonine phosphorylation///intracellular signal transduction///regulation of cell population proliferation///signal transduction in response to DNA damage///mitotic G2/M transition checkpoint///positive regulation of cell cycle///transcription initiation-coupled chromatin remodeling///negative regulation of mitotic nuclear division///regulation of mitotic centrosome separation///negative regulation of G0 to G1 transition///cellular response to mechanical stimulus///cellular response to caffeine///replicative senescence///regulation of signal transduction by p53 class mediator///apoptotic process involved in development///negative regulation of DNA biosynthetic process///regulation of histone H3-K9 acetylation	chromosome, telomeric region///chromatin///condensed nuclear chromosome///extracellular space///nucleus///nucleoplasm///replication fork///cytoplasm///centrosome///cytosol///protein-containing complex///intracellular membrane-bounded organelle
56	ACRV1	acrosomal vesicle protein 1	D11S4365|SP-10|SPACA2	protein-coding	ENSG00000134940	active	NC_000011.10	125671522	125680847	negative	1936	GO:0005515	GO:0007283	GO:0001669	protein binding	spermatogenesis	acrosomal vesicle
105369551	LOC105369551	uncharacterized LOC105369551		ncRNA		active	NC_000011.10	125695654	125699621	positive	3827						
160065	PATE1	prostate and testis expressed 1	PATE	protein-coding	ENSG00000171053	active	NC_000011.10	125746279	125749867	positive	1541	GO:0005515///GO:0030548	GO:0099601	GO:0005576	protein binding///acetylcholine receptor regulator activity	regulation of neurotransmitter receptor activity	extracellular region
399967	PATE2	prostate and testis expressed 2	C11orf38|PATE-M|UNQ3112	protein-coding	ENSG00000196844	active	NC_000011.10	125776113	125778828	negative	1666			GO:0005615			extracellular space
100169851	PATE3	prostate and testis expressed 3	HEL-127|PATE-DJ	protein-coding	ENSG00000236027	active	NC_000011.10	125785996	125791600	positive	4636			GO:0005576			extracellular region
105369552	LOC105369552					discontinued	NC_000011.10	125824591	125829539	positive	4567						
399968	PATE4	prostate and testis expressed 4	PATE-B	protein-coding	ENSG00000237353	active	NC_000011.10	125833316	125840072	positive	1986	GO:0030548	GO:0099601	GO:0001669///GO:0005615	acetylcholine receptor regulator activity	regulation of neurotransmitter receptor activity	acrosomal vesicle///extracellular space
219844	HYLS1	HYLS1 centriolar and ciliogenesis associated	HLS	protein-coding	ENSG00000198331	active	NC_000011.10	125883614	125900646	positive	2520	GO:0005515	GO:0060271	GO:0005634///GO:0005737///GO:0005813///GO:0005814///GO:0005829///GO:0005886///GO:0005929///GO:0097730	protein binding	cilium assembly	nucleus///cytoplasm///centrosome///centriole///cytosol///plasma membrane///cilium///non-motile cilium
83480	PUS3	pseudouridine synthase 3	2610020J05Rik|DEG1|FKSG32|MRT55|NEDMIGS	protein-coding	ENSG00000110060	active	NC_000011.10	125893485	125903278	negative	1901	GO:0003723///GO:0009982///GO:0106029	GO:0006400///GO:0031119///GO:1990481	GO:0005634///GO:0005737///GO:0005829	RNA binding///pseudouridine synthase activity///tRNA pseudouridine synthase activity	tRNA modification///tRNA pseudouridine synthesis///mRNA pseudouridine synthesis	nucleus///cytoplasm///cytosol
29118	DDX25	DEAD-box helicase 25	GRTH	protein-coding	ENSG00000109832	active	NC_000011.10	125903328	125928843	positive	7726	GO:0003723///GO:0003724///GO:0005515///GO:0005524///GO:0016887	GO:0006406///GO:0006417///GO:0007286///GO:0016973	GO:0005634///GO:0005737///GO:0010494///GO:0033391	RNA binding///RNA helicase activity///protein binding///ATP binding///ATP hydrolysis activity	mRNA export from nucleus///regulation of translation///spermatid development///poly(A)+ mRNA export from nucleus	nucleus///cytoplasm///cytoplasmic stress granule///chromatoid body
338667	VSIG10L2	V-set and immunoglobulin domain containing 10 like 2		protein-coding	ENSG00000283703	active	NC_000011.10	125946056	125956319	positive	4264	GO:0050839	GO:0098609	GO:0005886///GO:0005911	cell adhesion molecule binding	cell-cell adhesion	plasma membrane///cell-cell junction
50937	CDON	cell adhesion associated, oncogene regulated	CDO|CDON1|HPE11|Ihog|ORCAM	protein-coding	ENSG00000064309	active	NC_000011.10	125956813	126063335	negative	8681	GO:0005515	GO:0001708///GO:0001934///GO:0002088///GO:0006468///GO:0007155///GO:0007224///GO:0007399///GO:0007520///GO:0009952///GO:0010172///GO:0014816///GO:0021987///GO:0030182///GO:0043393///GO:0043410///GO:0045663///GO:0045666///GO:0045944///GO:0048643///GO:0051057///GO:0060059///GO:0061351///GO:0098609///GO:2000179	GO:0005886///GO:0062023	protein binding	cell fate specification///positive regulation of protein phosphorylation///lens development in camera-type eye///protein phosphorylation///cell adhesion///smoothened signaling pathway///nervous system development///myoblast fusion///anterior/posterior pattern specification///embryonic body morphogenesis///skeletal muscle satellite cell differentiation///cerebral cortex development///neuron differentiation///regulation of protein binding///positive regulation of MAPK cascade///positive regulation of myoblast differentiation///positive regulation of neuron differentiation///positive regulation of transcription by RNA polymerase II///positive regulation of skeletal muscle tissue development///positive regulation of small GTPase mediated signal transduction///embryonic retina morphogenesis in camera-type eye///neural precursor cell proliferation///cell-cell adhesion///positive regulation of neural precursor cell proliferation	plasma membrane///collagen-containing extracellular matrix
107984407	LOC107984407	uncharacterized LOC107984407		ncRNA		active	NC_000011.10	126102840	126103441	positive	197						
105369591	LOC105369591	uncharacterized LOC105369591		protein-coding		active	NC_000011.10	126123806	126140638	negative	1585						
84881	RPUSD4	RNA pseudouridine synthase D4		protein-coding	ENSG00000165526	active	NC_000011.10	126202094	126211692	negative	2539	GO:0000049///GO:0003723///GO:0005515///GO:0009982///GO:1990400	GO:0000455///GO:0006397///GO:0008380///GO:0070131///GO:0070902///GO:1990481	GO:0005654///GO:0005739///GO:0005759///GO:0035770	tRNA binding///RNA binding///protein binding///pseudouridine synthase activity///mitochondrial ribosomal large subunit rRNA binding	enzyme-directed rRNA pseudouridine synthesis///mRNA processing///RNA splicing///positive regulation of mitochondrial translation///mitochondrial tRNA pseudouridine synthesis///mRNA pseudouridine synthesis	nucleoplasm///mitochondrion///mitochondrial matrix///ribonucleoprotein granule
79607	FAM118B	family with sequence similarity 118 member B		protein-coding	ENSG00000197798	active	NC_000011.10	126211414	126264540	positive	4002	GO:0005515///GO:0042802	GO:0030576	GO:0015030	protein binding///identical protein binding	Cajal body organization	Cajal body
6734	SRPRA	SRP receptor subunit alpha	DP|SRPR|Sralpha	protein-coding	ENSG00000182934	active	NC_000011.10	126255151	126268982	negative	4907	GO:0003723///GO:0003924///GO:0005047///GO:0005525///GO:0060090	GO:0006605///GO:0006613///GO:0006617///GO:0045047	GO:0005785///GO:0005789///GO:0016020///GO:0070062	RNA binding///GTPase activity///signal recognition particle binding///GTP binding///molecular adaptor activity	protein targeting///cotranslational protein targeting to membrane///SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition///protein targeting to ER	signal recognition particle receptor complex///endoplasmic reticulum membrane///membrane///extracellular exosome
